sentence	sentence_id	locale	reason
Ииашаҵәҟьаны, Аллаҳ, аӡәгьы ицхыраара иазрыцҳам, арҽхәаԥхьыӡқәагьы зыхәҭаҵәҟьоу иоуп.	35527a992e3121c7517499022c889fc5e72440ba9a8f9be81ba391cdb56a62eb	ab	????????????, ?????, ?????? ????????? ?????????, ???????????????? ???????????? ????.
Иеишьҭагылоу ртәарҭақәа рҿы инкыдиаалоит, насгьы урҭ гәырӷьаҽҳәашас ицқьашәқьоу ахатәҩызацәа раҭәаҳшьоит.	25eb88bf60c4f7d7b4981ec9afaf2504838e4502c1d992afebe70fb0aa94e5ab	ab	grammar-or-spelling
Иеишьҭагылоу ртәарҭақәа рҿы инкыдиаалоит, насгьы урҭ гәырӷьаҽҳәашас ицқьашәқьоу ахатәҩызацәа раҭәаҳшьоит.	25eb88bf60c4f7d7b4981ec9afaf2504838e4502c1d992afebe70fb0aa94e5ab	ab	???????????? ?????????? ??? ????????????, ?????? ??? ?????????????? ??????????? ??????????? ???????????.
Ажәҩанқәа рҿы иҟоугьы, адгьыл аҟны иҟоугьы Аллаҳ ирҽхәаԥхьыӡ еиҭарҳәоит. Уи дҳаракӡоуп, аҟәыӷара иақәиҭу иоуп.	28e39a2ad9f9ebad85bb165ab83dac8925d94d483f55434092509199a0087a6e	ab	grammar-or-spelling
Ажәҩанқәа рҿы иҟоугьы, адгьыл аҟны иҟоугьы Аллаҳ ирҽхәаԥхьыӡ еиҭарҳәоит. Уи дҳаракӡоуп, аҟәыӷара иақәиҭу иоуп.	28e39a2ad9f9ebad85bb165ab83dac8925d94d483f55434092509199a0087a6e	ab	????????? ??? ???????, ?????? ???? ??????? ????? ?????????? ??????????. ?? ??????????, ???????? ??????? ????.
Иимцуп ҳәаны дазхьамԥшыр еиҳа иеиӷьызма?	183108bd813f091345120fc08086cf78dd28adf40bd6ea0e6c09298edc61895d	ab	grammar-or-spelling
Иимцуп ҳәаны дазхьамԥшыр еиҳа иеиӷьызма?	183108bd813f091345120fc08086cf78dd28adf40bd6ea0e6c09298edc61895d	ab	????? ????? ??????????? ???? ??????????
Рдин аҽаҩшарахь икылганы, хаз-хазы ицазгьы шәреиԥшымхан.	2ff5cd31a27df0a6f4c0fffb4170ea256e1490ae180853feaacdec372771a219	ab	grammar-or-spelling
Рдин аҽаҩшарахь икылганы, хаз-хазы ицазгьы шәреиԥшымхан.	2ff5cd31a27df0a6f4c0fffb4170ea256e1490ae180853feaacdec372771a219	ab	???? ?????????? ????????, ???-???? ???? ????????????.
Уи злымшаз ауаҩы, Аллаҳ иҿаԥхьа, иаҭамзаара идикыларц азы, иааиԥмырҟьаӡакәа ҩымз есыҽны дычгароуп.	14925f16d58c75dc355f0cac0f504e0cf09919419af8e9ef75436242b6986a21	ab	grammar-or-spelling
Уи злымшаз ауаҩы, Аллаҳ иҿаԥхьа, иаҭамзаара идикыларц азы, иааиԥмырҟьаӡакәа ҩымз есыҽны дычгароуп.	14925f16d58c75dc355f0cac0f504e0cf09919419af8e9ef75436242b6986a21	ab	?? ??????? ?????, ????? ???????, ?????????? ????????? ???, ???????????????? ???? ?????? ???????????.
Машәырла иҟало ада, зхаҵаҩык даҽа зхаҵаҩык ишьра ҟалашьа змам ауп.	3477c8f84b1ca855c0088b471ccc254db280702b07214483aae1af5237bd72b0	ab	grammar-or-spelling
Машәырла иҟало ада, зхаҵаҩык даҽа зхаҵаҩык ишьра ҟалашьа змам ауп.	3477c8f84b1ca855c0088b471ccc254db280702b07214483aae1af5237bd72b0	ab	???????? ????? ???, ???????? ??? ???? ???????? ????? ??????? ???? ???.
Мамзаргьы, уи атәыла ауааԥсыра уахынла ишыцәаз, ҳгәаҟра дара ишырзымнеиуаз ала агәыӷра рымазма?	21ecfc7990a39f0689efe94e6146d5a7b12bf652241302efb8722a9377e4cd66	ab	grammar-or-spelling
Мамзаргьы, уи атәыла ауааԥсыра уахынла ишыцәаз, ҳгәаҟра дара ишырзымнеиуаз ала агәыӷра рымазма?	21ecfc7990a39f0689efe94e6146d5a7b12bf652241302efb8722a9377e4cd66	ab	?????????, ?? ?????? ?????????, ??????? ??????? ??????? ???? ????????????? ??? ??????? ????????
Ҳанцәа зегьы џьарак ҳаизигоит, насгьы иашарыла дҳақәыӡбоит.	006855aa502d0120eeb1ded04e35c606e9cb119aeeefc3e5e3a3d22cb0dee1f1	ab	???????? ??? ??????
Ҳәарада, абри аҟны кырзҵазкуа аҵатәхәқәа ыҟоуп, аха реиҳараҩык азхаҵаҩцәамхеит.	098906468ada890c3019ee883ab24670f09e0d18e22e1de01010b9bdc1607cc9	ab	???????, ???? ???? ?????????? ?????????? ?????? ?????, ??? ?????????? ???????????????.
Ҳәарада, ҳарҭ уаанӡагьы иара имацара ҳаиҳәон.	3bb6042a277f619f88186289faa06635d61ea81b38ae708c00cd72220e9a7df9	ab	???????, ???? ????????? ???? ??????? ????????.
Уи Аллаҳ иоуп, иара ида Анцәа дыҟаӡам.	24234a17f4ef478faeb748bda2528f979c111c2bf7a9de19b3bc9275c2834127	ab	?? ????? ????, ???? ??? ???? ???????.
Ари гәаларшәароуп. Ҳәарада, Аллаҳ иҳәатәхамҵара зҽацәызыхьчаз рԥеиԥш бзиоуп.	311df11b35a2fe29b9bd21f921a10e2cc4734697b16989d33395b3243cb68302	ab	??? ?????????????. ???????, ????? ??????? ???????? ????????????? ?????? ??????.
Уи амца харантәи ианырбарҭахалак, иара убри агәыԥжәареи агәрымреи аууыбжьгьы раҳауеит.	28fbfb35d3ed4204e0a305803a548d16b885a5b02525099d53b2f7a91e2e3e35	ab	grammar-or-spelling
Рыхәҭак шәрықәтәап, рыхәҭакгьы афатә рылышәхыԥҳәа арахәқәа шәзызшазгьы Аллаҳ иоуп.	3cc839370be8dc6e64c0010fdab9353ab3d8d95cdbc424b05d49bc9f08e66d8e	ab	??????? ??????????, ?????????? ????? ???????????? ???????? ??????????? ????? ????.
Иаҳҭахызҭгьы, шәара шәхаҭыԥаны адгьылтәылаҿы аҳра зуыша амалықьцәа ҳшарын.	589cdf8db62a41bbeca846be2b18af488d17f4a5ecb7109bd77b7fbcc3c5dc24	ab	????????????, ????? ?????????? ????????????? ???? ????? ??????????? ??????.
Урҭ акаҷбеира шырҟазшьоу еиԥш, агьырҭ ауаагьы акаҷбеира рыдыргалоит.	4e4b52ab5c7a1cb6ba11918d2b1339bd8fd260b1fcd430407ced0afa89ec0bc3	ab	??? ????????? ?????????? ????, ?????? ??????? ????????? ???????????.
Иара иҟынтә ҳамҭа дуала даԥылоит.	539a07c27bea1bf82ea8aba8325ed39c35413065ba7d338b83cc17ec164017da	ab	???? ?????? ????? ???? ????????.
Асаара ишьҭаланы исымҵахырхәеи рзы сыҩны Қьааба цқьаны иныҟәыжәга,- ҳәа адҵа раҳҭеит.	3c6baa819cd1765693f104094f31353c09b203cfcb706d103b4cbb8095e8834d	ab	?????? ????????? ????????????? ??? ????? ?????? ?????? ??????????,- ??? ???? ???????.
Урҭ рынцәа иажәаԥҟарақәа рҟынтә ирзнеиз зегьы, цасҳәагьы иазхьамԥшьит.	586efed99e16e4785f2708bd778425d89537a917717823262864ebd251ffa509	ab	??? ?????? ????????????? ?????? ???????? ?????, ????????? ???????????.
Ҳарҭ амаалықьцәа иаарҭу аҵабырг азы илбааҳгоит, аха усҟангьы урҭ аҽҳәара рыҭахаӡом.	3b71f0ee455675e32188a8a58046479bd22fdde74386efdaaec7a02250bf4ce0	ab	???? ??????????? ?????? ??????? ??? ??????????, ??? ???????? ??? ??????? ?????????.
Избанзар, ажәқәа зегьы ҳахьрыхәаԥшуа иеиԥшуп. Амала, Аллаҳ игәаԥхар ишԥаҳзымԥшаари?	55a12bc9ce66daa0de251d0890fd87a2a9bc644603d4c39f9b9fab97c0ce97dd	ab	????????, ??????? ????? ????????????? ???????. ?????, ????? ???????? ???????????????
Ари аус ҳара иаҳзалозеи?- ҳәа рҳәо иалагеит. Убас раҳәа:- Аус зегьы Аллаҳ итәуп.	5695ec5b24bcb8fcee715fd509999759ceb36b690a36f9078a5548db394af549	ab	??? ??? ???? ????????????- ??? ???? ????????. ???? ?????:- ??? ????? ????? ?????.
Нас, иаразнак џьанаҭтәи абӷьқәа рыла рыхтырақәа хырҩо иалагеит.	450020bfef79192a92767c7f98036398d097988101195d6dded8febe2c8bff24	ab	???, ???????? ????????? ???????? ???? ?????????? ????? ????????.
Урҭ рыҩаӡара, дара рышьҭахь иныхны иеибашыз раасҭа иҳаракуп.	0610162d5aa0a13f7ce4b57b81f165f16ae364222f2dd536fd46f941a5b9b399	ab	??? ????????, ???? ???????? ?????? ????????? ?????? ????????.
Уаргьы дара рхырхырҭа уацныҟәаӡом. Урҭ дара дара рхырхарҭақәагьы рыдыркылом.	5e0e641414d7caa01b0bbea96986532e54af6c5b1a1116882f8f2f950b136234	ab	?????? ???? ????????? ???????????. ??? ????-???? ??????????????? ??????????.
Игәыҭҟьагоу ахьырхәра ианақәшәалак:- Аллаҳ иаӡәра азхаҳҵеит, уи иваҳарҟәылақәазгьы мап рцәаҳкуеи,- рҳәоит.	4426a1258259c5fb7cc42782d1759c009e71056a25638f5997acf5a24337a8af	ab	??????????? ????????? ????????????:- ????? ?????? ?????????, ?? ?????????????????? ??? ??????????,- ??????.
Иҵабыргыҵәҟьаны, Ҭора анаҩсгьы Зебур аҟынгьы анаҳҵахьан. Адгьылтәыла суаабзиақәа ирзынхоит ҳәа.	4e28ccc38088876facf1f0a2f5fb512794bef7db731c84e5e76807afc5b2bde7	ab	???????????????, ???? ???????? ????? ??????? ???????????. ??????????? ??????????? ????????? ???.
Рыхәҭак шәрықәтәап, рыхәҭакгьы афатә рылышәхыԥҳәа арахәқәа шәзызшазгьы Аллаҳ иоуп.	3cc839370be8dc6e64c0010fdab9353ab3d8d95cdbc424b05d49bc9f08e66d8e	ab	??????? ??????????, ?????????? ????? ???????????? ???????? ??????????? ????? ????.
Аха аӷарцәа акыанрышәҭо, аргама иҟашәымҵар, шәара шәзы еиҳа еиӷьуп.	51d42144c4619130f62cab170c2ad60e48ec0080652a98c81536417fc5e3e3db	ab	??? ??????? ??? ????????, ?????? ??????????, ????? ???? ???? ??????.
Ҳәарада, ҳарҭ уаанӡагьы иара имацара ҳаиҳәон.	3bb6042a277f619f88186289faa06635d61ea81b38ae708c00cd72220e9a7df9	ab	???????, ???? ????????? ???? ??????? ????????.
Абри Аҟәырҟангьы, ҳара илбааҳгаз абарақьаҭреи ахәарҭареи ирхыҵхырҭоу лабжьагоуп. Уажәы уи мап ацәышәкуама?	617842ccf5b5844a1eb87f051e023fe7e7772e73cf44888e7a7f6406bff35e2c	ab	???? ???????????, ???? ????????? ???????????? ?????????? ??????????? ?????????. ????? ?? ??? ????????????
Еиҳаракгьы рмапкра амшала, Аллаҳ урҭ рыгәы амҳәыр ааирхахьеит.	54fe352929a4befd311a4936c622f4c1e6d79b5204a745e1428bc17a41f02b8d	ab	?????????? ??????? ??????, ????? ??? ???? ?????? ???????????.
Уи адгьы ишәычҳа, ҳәарада, Аллаҳ акырзычҳауа дрыцуп.	15eeb0b9ed4a01c33d92cc135cbaf5235e310a9c89f473b2dfdc0b95a5382788	ab	?? ?????? ???????, ???????, ????? ??????????? ??????.
Уи амшалагьы игәыҭҟьагоу ҵысрак ааҟалан, зегьы рыдгьылқәа рҿы иеиԥхьытта, ицҟьаны ҵаҟа иҟаҳаит.	4efa9c337eeec79194f0bca2663c2d088b69e191321b26788d05699284f4b506	ab	?? ????????? ??????????? ?????? ???????, ????? ?????????? ??? ??????????, ??????? ???? ???????.
Урҭ уаҟа иаарҭаху ирқәиҭуп.	546bfe2900f7328366f79ffc6abd2479186b9564a65f47e42f8b845895fb4357	ab	??? ???? ???????? ?????????.
Рмамзаара ахьырҵәахуа амшала, урҭ иааигәаны иззымдыруа, ибеиоу џьыршьоит.	6293046e070ef67fee0a03888442647a085f7ebcf3659fcb83d2a7f0f90927df	ab	?????????? ??????????? ??????, ??? ????????? ??????????, ?????? ?????????.
Ҩ-мрагыларагки, ҩ-мраҭәашәараки ирынцәоу иара иоуп.	64ecf88f298da455d6a9dc25646dfb20756702939b4e2ff086c1fe7708f30e2d	ab	?-??????????? ?-????????????? ???????? ???? ????.
Мариам лԥеи, лареи анхарҭазы иахьманшәалаз, аӡыхьгьы ахьыҵыҵуаз, иахьыҳаракыз ҭыԥк аҟны инҳархеит.	5f74f0adb986c969e9a630a6a0f8fffeb7ea75cf6dd68f9c42042c2a1b83c021	ab	?????? ???? ????? ????????? ??????????????, ???????? ??????????, ???????????? ???? ???? ?????????.
Убас иҟалеит, иеивагылоу ахәымпалқәа ҩба ирыбжьоу аасҭагьы дизаигәахеит.	4da103a37aa2b4d7c692b9a1c302c4f26e01cffc9b4d3b33dd6599c708ed747b	ab	???? ???????, ????????? ??????????? ??? ???????? ???????? ?????????????.
Имаҵаԥацәа, иапостолцәа. ҳара ҳауп Аллаҳ имҩаҿы уцхырааҩцәа.	250ffad3f7e14dc29397b7a1bad1350318d1e93c84d772d9a65ceca51bf7a469	ab	??????????, ??????????? ???? ???? ????? ?????? ???????????.
Асаара ишьҭаланы исымҵахырхәеи рзы сыҩны Қьааба цқьаны иныҟәыжәга,- ҳәа адҵа раҳҭеит.	3c6baa819cd1765693f104094f31353c09b203cfcb706d103b4cbb8095e8834d	ab	?????? ????????? ???????????? ??? ????? ?????? ?????? ??????????,- ??? ???? ???????.
Убас иҟалеит, иеивагылоу ахәымпалқәа ҩба ирыбжьоу аасҭагьы дизаигәахеит.	4da103a37aa2b4d7c692b9a1c302c4f26e01cffc9b4d3b33dd6599c708ed747b	ab	???? ???????, ?????????? ??????????? ??? ???????? ???????? ?????????????.
Иара иҟынтә ҳамҭа дуала даԥылоит.	539a07c27bea1bf82ea8aba8325ed39c35413065ba7d338b83cc17ec164017da	ab	???? ?????? ????? ???? ????????.
Дабанзаалак мап зкыз, имапкра иара иҿагылоит.	1cdbb579f7781937502bf478369df19b34d2ec8889d7060725ba9e3435e765a3	ab	???????????? ??? ????, ??????? ???? ?????????.
Ҳанцәа! Ҳара, ҳацәгьара ҳиааит, имҩахҟьаз ауаа ҳреиуахеит,- дара рҳәоит.	659be7e9328fd2b4c0d861d07269f54476a249e97685c898fcd8a361db5c6eff	ab	??????! ????, ????????? ??????, ????????? ???? ??????????,- ???? ???????.
Аллаҳ ишахәҭоу издыруа иоуп, аӡбареи аҟәыӷареи иақәиҭу иоуп.	630f4a57245115b2a4a8c10bfb4e65696e27c319653c8e9cf9f9dcda9dfed8bc	ab	????? ???????? ?????? ????, ??????? ????????? ??????? ????.
Ҳәарада, ҳарҭ зегьы ҳанцәа ишҟа ҳгьажьуеит ҳәа раҳҳәеит.	6981e30b8933d7147e26bc8de427421ba6e1e50b898afe9a377abe9e4e4626a5	ab	???????, ???? ????? ?????? ???? ?????????? ??? ????????.
Ишәаҭеишьо аразҟы ааникылар, уаҳа ишәызҭаша дыҟоума? Мап! Урҭ ахырҟьареи амҩахҟьареи рҽадцаланы иҟоу роуп.	6731283574c41c610877c4f108f017a18358af09c95b4acf4d44991cacb2dd27	ab	??????????? ?????? ?????????, ???? ????????? ???????? ???! ??? ?????????? ??????????? ?????????? ???? ????.
Асаара ишьҭаланы исымҵахырхәеи рзы сыҩны Қьааба цқьаны иныҟәыжәга,- ҳәа адҵа раҳҭеит.	3c6baa819cd1765693f104094f31353c09b203cfcb706d103b4cbb8095e8834d	ab	?????? ????????? ????????????? ??? ????? ?????? ?????? ??????????,- ??? ???? ???????.
Ҳарҭ амаалықьцәа иаарҭу аҵабырг азы илбааҳгоит, аха усҟангьы урҭ аҽҳәара рыҭахаӡом.	3b71f0ee455675e32188a8a58046479bd22fdde74386efdaaec7a02250bf4ce0	ab	???? ??????????? ?????? ??????? ??? ??????????, ??? ???????? ??? ??????? ?????????.
Ашьҭахьгьы, хымԥада. шәарҭ шәыԥсраны шәыҟоуп.	47a1ec525d3a7d8ce4e9e096b7bc71fc5ff833cb350c45891b8b65e431fb792a	ab	??????????, ???????, ????? ????????? ???????.
Рыхәҭак шәрықәтәап, рыхәҭакгьы афатә рылышәхыԥҳәа арахәқәа шәзызшазгьы Аллаҳ иоуп.	3cc839370be8dc6e64c0010fdab9353ab3d8d95cdbc424b05d49bc9f08e66d8e	ab	??????? ??????????, ?????????? ????? ????????? ??? ???????? ??????????? ????? ????.
Иҵабыргыҵәҟьаны, Ҭора анаҩсгьы Зебур аҟынгьы анаҳҵахьан. Адгьылтәыла суаабзиақәа ирзынхоит ҳәа.	4e28ccc38088876facf1f0a2f5fb512794bef7db731c84e5e76807afc5b2bde7	ab	different-language
Дара рганахьала иарбанзалак акагьы адкылашьа амаӡам.	55c37772e8aba6ea69b5af446de22773deb214351309b2ab9b9fa49760d0bd1b	ab	???? ?????????? ???????????? ?????? ????????? ??????.
Ҩмшынк, дара-дара еиԥшӡам, еиҟараӡам, акы хаауп, агьама бзиоуп. Агьи акәзар, аџьыка алоуп, иашоуп.	1d5f74d34324e627cad4fb76a295fc7cdee7cf3033ece62f5a400b291b6bc4ac	ab	??????, ????-???? ???????, ?????????, ??? ?????, ?????? ??????. ???? ??????, ?????? ?????, ??????.
Иԥсыз, ахәыҷы диманы, иани иабигьы ԥсҭынхаҩцәас иҟазар, усҟан ан илыхәҭоу хԥа рҟынтә хәҭак ауп.	38abd57ccbee310ff27aaa10ead1a4cc263d2e4d54708d46c06ec46f09c78392	ab	?????, ?????? ??????, ???? ?????? ???????????? ??????, ????? ?? ???????? ??? ?????? ????? ???.
Урҭ рхыхь, иҵаӷоу, насгьы ижәпоу абырфын иаҵәа иалху ашәҵатәқәа ршәыуп.	70ff3ba88ffe044190458b0ade2ce45fa68ecb655ad03da2666d573fa9d12d2f	ab	??? ?????, ??????, ?????? ?????? ??????? ????? ????? ?????????? ?????.
Рхы иадырхәақзоз акагьы џьаргьы ирыхәаӡом.	65da2b9d2e4a7807adfe6511cce9ee67e9f8c9eb738993866015a8b2a9d3169d	ab	??? ???????????? ?????? ??????? ?????????.
Ҟалашьа амоума? Уи ари аҩыза зынӡаск иуызидкылом.	5be146f038e6975e2bbe432536764a1db90c9550c295fad6e8e5076fc0585285	ab	??????? ??????? ?? ??? ????? ??????? ??????????.
Ари, ҳара ҳгәыҳалалратә цхырароуп, иуҭаххар унапаҿы икы, иуҭаххаргьы уамеигӡакәа ауаа ирызша.	69fc941b1652f75c0712b24ebcb617b81619a52dc3e774aefa14f7b79575d94b	ab	???, ???? ????????????? ??????????, ???????? ??????? ???, ??????????? ??????????? ???? ??????.
Ҳәарада, ҳарҭ зегьы ҳанцәа ишҟа ҳгьажьуеит ҳәа раҳҳәеит.	6981e30b8933d7147e26bc8de427421ba6e1e50b898afe9a377abe9e4e4626a5	ab	???????, ???? ????? ?????? ???? ?????????? ??? ????????.
Зегьдарароуп ажәа умакра рҭаххар, абас раҳәа:- Ижәуа-иҟашәҵо зегьы, Аллаҳ ибзиаӡаны идыруеит,- ҳәа.	6de26697c5c898d493eb84548b133586fada534bb68fa92f58affe238b04be94	ab	???? ???? ???? ???? ?????? ???????, ???? ?????:- ?????-??????? ?????, ????? ????????? ????????,- ???.
Аллаҳ шәыбжьара шьоукы еиҳаны изаҭәеишьақәо рзы ҳаргьы иҳауындаз ҳәа шәҟамлан.	5626189d184ec73933fe918c420963e0ef0a527be58b7b49b7bc4a26254e99f3	ab	????? ????????? ?????? ?????? ????????????? ??? ?????? ???????? ??? ????????.
Избанзар, агәаҟра рыхьӡеит. Ииашаҵәҟьаны, абри аҟны кырӡа аҵатәхәы ыҟоуп, аха реиҳараҩык иазхаҵҩцәамхеит.	4bc65e7944f4352ab3e60870256b3bd3e34869b89ddfa49fac551b377183020b	ab	????????, ??????? ????????. ????????????, ???? ???? ????? ???????? ?????, ??? ?????????? ????????????????.
Агьырҭ ракәзар, иазхамҵаҩцәан урҭ иахьрыхәаԥшуаз дара раасҭа ҩынтә иеиҳазшәа ирбон.	45dcb08df408b038d27e98e9dc8735d0dbcbd00602204e6dbe9c6297990f26c1	ab	?????? ???????, ????????????? ??? ?????????????? ???? ?????? ????? ????????? ????.
Шәыҳәса рахьтә ҟьышьырак, мамзаргьы калҭшьҭаныҟәарак ҟазҵаз рзы ирҿашәыргылаша ԥшьҩык ашаҳаҭцәа шәрыԥхьа.	4785eb9758fd7946e1041af36bf850cd606cadf656087bac2961c18bf4d8d60c	ab	??????? ?????? ?????????, ????????? ???????????????? ?????? ??? ?????????????? ?????? ????????? ????????.
Здырра ҵаулоугьы. Ҳара иазхаҳҵеит, зегьы ҳазшаз иҟынтә ауп,- рҳәоит.	699d80fbcad68b5117f288b29f1bdabb64fc6d355f55b4ad1acf4f30c27940b0	ab	grammar-or-spelling
Здырра ҵаулоугьы. Ҳара иазхаҳҵеит, зегьы ҳазшаз иҟынтә ауп,- рҳәоит.	699d80fbcad68b5117f288b29f1bdabb64fc6d355f55b4ad1acf4f30c27940b0	ab	different-language
Аллаҳ, урҭ иӷәӷәаӡоу гәаҟрак рызирыхиахьеит. Урҭ изҿқәоу шаҟа ицәгьоузеи!	5e9defc57d35ddc3d0ba1d2cc235b07763ba81545de2ca9cd4945660329b44c4	ab	?????, ??? ????????? ??????? ?????????????. ??? ??????? ???? ??????????!
Нагьы рҭагылазаашьа унахәаԥш, ҳаԥхьаҟа рхаҭақәагьы ирбашт изықәшәаша!	767bdc73d99d8cb04c36afd4da4119e335d4e6c1a611bc8c91b4dc3b43f1298e	ab	?????? ????????????? ????????, ???????? ??????????? ?????? ??????????!
Шәарҭ абас шәыҟоуп! Иаҳҳәап, маҷк ишәдыруаз аҟны еимашәкит.	7b241d48032060a65b2462f78e9ec6ce1f4bca795bcde12239da9eed97899626	ab	????? ???? ???????! ???????, ???? ????????? ???? ?????????.
Иара иҟынтә ҳамҭа дуала даԥылоит.	539a07c27bea1bf82ea8aba8325ed39c35413065ba7d338b83cc17ec164017da	ab	???? ?????? ????? ???? ????????.
