sentence	sentence_id	locale	reason
— Тор­ моштоң, хәйер, минең өсөн еңел булғаны ла юҡ инде	4d0a0867f7f920931c9dd8343e9f73cc0fff980c7c2270ee2dab4a7e6542d78b	ba	grammar-or-spelling
— Тор­ моштоң, хәйер, минең өсөн еңел булғаны ла юҡ инде	4d0a0867f7f920931c9dd8343e9f73cc0fff980c7c2270ee2dab4a7e6542d78b	ba	difficult-pronounce
Залдан Яппаров, әлеге тик ултыра белмәҫ Яппаров ҡысҡырҙы:	43da3ea4179a003c4345929aa7fa17b360e8e7467266a1df929a11e34f3604aa	ba	offensive-language
Залдан Яппаров, әлеге тик ултыра белмәҫ Яппаров ҡысҡырҙы:	43da3ea4179a003c4345929aa7fa17b360e8e7467266a1df929a11e34f3604aa	ba	grammar-or-spelling
Залдан Яппаров, әлеге тик ултыра белмәҫ Яппаров ҡысҡырҙы:	43da3ea4179a003c4345929aa7fa17b360e8e7467266a1df929a11e34f3604aa	ba	different-language
Залдан Яппаров, әлеге тик ултыра белмәҫ Яппаров ҡысҡырҙы:	43da3ea4179a003c4345929aa7fa17b360e8e7467266a1df929a11e34f3604aa	ba	difficult-pronounce
— Вәкил иптәш, дө-рө-өҫ	5119c10f1bb3a7d67420d3969cf37319fb6e3f7e3093c63fe21bb10709809930	ba	offensive-language
Яубаҫаров, их Яубаҫаров	4d9e327b2e08353b15fdb18c3b1c688a04db7a40e714fcf9cb89c5488e441597	ba	grammar-or-spelling
Артында ка- оинеты ла, ҡабул итеү бүлмәһе лә шар асыҡ ҡалды	36ef360a16dc755453becda765cc91f61e0aaa03a5c534a361bf7b5a4b3c42dd	ba	grammar-or-spelling
Щтлы осрашыуҙарҙы хәтергә төшөрҙө	093e6b771bfe8edbf1be5f2a170a6b7ecc59476aa06064d84821bc31a9169045	ba	grammar-or-spelling
— Ну әсе эләктерҙең дә инде, әхирәт	45b5af20ccaf03477ba1fee375252ed792239bc92b87c761776500c8f5e9713a	ba	grammar-or-spelling
Бына алтмы­ шынсы йылдар башында партия әлкә комитеты ебәргәйне ошо яҡҡа, хәҙер аграрникҡа әйләндем	2b7f94454e01f571837759ed10c0e70e8b908f3d4deceefbd5f02838d4fb99b7	ba	grammar-or-spelling
— Мәүсиләм, Балшишмәм тип	43a5967a26824ef2f0d30e604eb1a3de537dc29812b7cd51771e85a85d23fd59	ba	grammar-or-spelling
Яуап биреү урынына ба- ИП	64ba8293fc5df28d76fcc5c3f963c217fd770cd239704ecad573d468e095be71	ba	grammar-or-spelling
Бәғере ташҡан	737c35da120817d9542c660d33da3ef89ee321e075c515e2e49fcde46ebe3b35	ba	difficult-pronounce
Нисек хәлдәр? Беҙҙең тау бой­	6a6212a354a5a69a7bbbd048078e479991855d1c563a33313710aa4867ff7b73	ba	??? ??? ?????? ??????? 
Көтмәгән­ дә сытырлатып-шартлатып атып бәрә	7349dae77f2ac96bd76db3c55903fa88cc75f46476d0eab7078319483bd999f8	ba	grammar-or-spelling
Буду любить тебя всегда	57a2e33d8d8f689c30608162f00583ec8f133692590fa3b84b199d507934c4b3	ba	different-language
Әле ошоларҙы күҙ	79068da929bbfa4676ec464eb95e5d3b0f00c8c19d318f7b0543180f2e5bbf0d	ba	?????? ?????. 
Халыҡ хужалығын тергеҙергә кәрәк пие бит	7976c31d2b6d4e6680cdf7e13b98f8e57ed99d4bddd508ae8dcbb434bfec0c79	ba	grammar-or-spelling
Яуап биреү урынына ба- ИП	64ba8293fc5df28d76fcc5c3f963c217fd770cd239704ecad573d468e095be71	ba	grammar-or-spelling
Инсафлы, саф ҡа­ раштар, ихтыяр бөркөлөп торған һөйкөмлө, саҡ ҡына ҡы- рыҫыраҡ йөҙ	5e762e11e61f100f118151ccf69bda53632f2a8f319da02b36641021976b46c9	ba	grammar-or-spelling
Ҡәһәр генә һуҡһын һу- гышты	67eb66006bbb2932bafc0119fa0db0538c8c00f3a8c971fea2da4f5567fc1643	ba	grammar-or-spelling
Шунан уның ҡолағына ниҙер шыбырланы.	61a2295926a1f9c8560d5eda5be9cfa0d135689248306d86405ec4f4f13e77d3	ba	grammar-or-spelling
Ул нәмә, халыҡ дошманымы ни? — Ка­ бинет буйлап ишекле-түрле йөрөнө	75fd965acc4d3b3b9d7ff2d8b67e1f77ecf023bbf9aa4540248ec71098694764	ba	grammar-or-spelling
Шунда берәй кәштәлә яталыр.	7e7202775aa62893ac36d324c2e1026669eb177a8edc77b603b027930eb1dd31	ba	offensive-language
Шунда берәй кәштәлә яталыр.	7e7202775aa62893ac36d324c2e1026669eb177a8edc77b603b027930eb1dd31	ba	grammar-or-spelling
Васяға ла алығыҙ	5d2e929abb725b7490c531d467d6ea58abb402e60757d6d548a4a3a04620320b	ba	different-language
Тәүҙә ҡурҡытып кырандасты и,ша төрттөрөп үтергә булған шикелле	849143969363c25c42aef9e406974afb22bb029b910c44bb7e378090c72ea711	ba	grammar-or-spelling
— Үәт түҙемһеҙ ҡуштан	94ac23762141f9a3cb6f45976c274316c125af17edd4102fe56bd603baba072c	ba	grammar-or-spelling
Әлфиә лә бер аҙҙан уньщ янына килеп баҫты	70530cb38d6131ebb66df08f046da9174c795732956fa847a5d822ace6977683	ba	grammar-or-spelling
Тегеһе әлегә шаярталыр тип уйлап, муйынындағы гал­ стугын бушатты	a018ce786a2566eb3cf3db3d3bb6ec5e48fc73b4c3744916dc95da36b2b80018	ba	difficult-pronounce
Тегеһе әлегә шаярталыр тип уйлап, муйынындағы гал­ стугын бушатты	a018ce786a2566eb3cf3db3d3bb6ec5e48fc73b4c3744916dc95da36b2b80018	ba	grammar-or-spelling
Лекциялар, операциялар, тәжрибәләр	bbdafef650ebba0d1a6158937361afd20e999590c88e4b4642fefd38578f2dbd	ba	difficult-pronounce
Табип ҡасауға оҡшаған әйберҙе ҡулына алды.	b761007e279fe838954bb0076aed21d099d759d7087dd7029d65ab0ff590b66a	ba	difficult-pronounce
Ну, теге ни, Яубаҫаров	9e0393dedabc1b5fd551cfa0896fa1b9ae90ee7050c86412a5ca16ae2c68adf1	ba	difficult-pronounce
Теғе баштан Ҡотлобаев:	bc858f0b68fa403126e0dc382dd80085450c18e860064cdfc83e44a76acdd8d0	ba	grammar-or-spelling
Кемгә нисектер, әмм минең өсөн һеҙҙең кеүек етәксе башҡа булмаясаҡ	b9574bf58d01c1049c77aa5529a4202e810837b3b309f226750123b5e6ed18fc	ba	grammar-or-spelling
Оморҙаҡовты стенаға һырыҡтырғанһың бит, ҡурҡып- мы, аптырапмы милицияға шылтыратырға мәжбүр булған	b51d2451a57fe5fe182eaa5ef5d0f57a9221fb1c5469bb10b277c9a5267d8767	ba	grammar-or-spelling
Бына әле лә класта ғауғаның сығыуы шул иртәрәк ҡайтыу хәстәрләүенән икән тине.	9b747d5596da1bb4ab818d4058ac60abfeda9f6138d1ed9766f4f8d1527faf31	ba	grammar-or-spelling
Нимә, атаҡлы икән, әллә, профессор алтын сығара, тип	c005f4d338fe621263be899c518eb6b130fe7edbb6881d962426db49e1290377	ba	grammar-or-spelling
Әй, шәп ҡыҙ ҙа инде ошо Әмилә.	b52f0487230c87635941bff8ff9392c727932cf63e5e1a854f7ab421677672e6	ba	different-language
Артында ишек биклә-, мгнән, Вәсим биленә тиклем сисенеп ташланы	cb71041c365526f951021a3dedc3444fe04f8dd277abe00e832cf332872e935c	ba	grammar-or-spelling
Гөлшандың косып каһы ҡыҙыл бит	bad0dd8369a23be07b685dc142c319046f246d803a2d1c53042c097d33ab45de	ba	grammar-or-spelling
Тағын ҡырҡ һум тапһаҡ, Даянға бирәбеҙ ҙә ҡотолабыҙ.	c673efb3131e1ee8581d1c911dc752ca73e5279da65f5e2ca6529a8bbeb3df43	ba	grammar-or-spelling
Гөлшандың косып каһы ҡыҙыл бит	bad0dd8369a23be07b685dc142c319046f246d803a2d1c53042c097d33ab45de	ba	grammar-or-spelling
— Түҙәһең инде.	d9214f679111941e8fd9c4a54ca52b11cc47d3d4e32b8041064635f5a9fb8fa9	ba	grammar-or-spelling
Флүрә, эштәрен бер аҙ теүәлләгәс, бик оҙаҡ асыҡ тәҙрә- н	dc2f9906d3dd33c47fdf82806a24d01490d67df4a186726eccf7d20adc22171f	ba	grammar-or-spelling
Һ ин п	e91eaf42681a59087b79dccce55f2af0db10b0a5e2ddd39e5e5171569a95bdee	ba	grammar-or-spelling
Типография директоры ҡасандыр больницала яғып сыҡҡан икән	c747dfdf6bce4edad3a7c74e3e95d894c3c0d680a84d68d78bc8d9c7a73d5bcb	ba	grammar-or-spelling
Артында ишек биклә-, мгнән, Вәсим биленә тиклем сисенеп ташланы	cb71041c365526f951021a3dedc3444fe04f8dd277abe00e832cf332872e935c	ba	grammar-or-spelling
Нимә ҡарап тораһығыҙ, машина-аН	e9b47aada9f620d2fe43a06b7f9b862c0df789ce72ecb2ed04a7496460186022	ba	grammar-or-spelling
Башҡа бер Мим	c4929ef231ab29eec85f3b8474ac425cfff8710cce3992f2e9c60f9eab8c2e42	ba	grammar-or-spelling
Башҡа бер Мим	c4929ef231ab29eec85f3b8474ac425cfff8710cce3992f2e9c60f9eab8c2e42	ba	difficult-pronounce
Һитәһенә лә атаҡлы профессор булып бөтөргә тимәгән	ff786189fdd34603c7bb1f04c6e0a5bb89459650338d4ea9ec179dd8619c876b	ba	grammar-or-spelling
Үҙ алдына моңһоу М	01c89d1f2e47d6e05c2e54f29e08caf1749dc235a2ef801670a78ae20bfc1784	ba	grammar-or-spelling
Күр-күрҙеңме, Кәшфи, ҡартлас ми-минең пландарҙы р-раҫланы	01c039ee60da5f987723faf8894628cd24a649eb20b0f51cda6729799b43979f	ba	?????
Ҡыҙыу бесән мәлдәре башланып китте	232bf4430a3a39f99b0d01053a34313a2e88ec197aa573b64377a9eff71ddcee	ba	?????????
Арыҫлан Рәхмәтулловичты яратып шидылар	30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	ba	grammar-or-spelling
Каҙнабаев кабинетында кеше күп түгел ине: партбюро икрстцры Сибәғәтуллина, СТК-нан Яманһаров, профсоюз	3bc1258b94469b95e6ebc5ee388d5cf6ba1e81b158e2fa189a96b7fc31894298	ba	grammar-or-spelling
Мине институтта лек- нпялар көтә	42ebe5c0c911c713c39313565b996d7ce39bf1a599e69542e0fdce1fb385e684	ba	grammar-or-spelling
Шулар рәтендә республиканың берҙән- оср ҙур больницаһының берҙән-бер баш врачы ла көтә	f3a2ff365d0c3ec24548837c1a8c7911620db150bf4e6831019ef80aaa5685ce	ba	grammar-or-spelling
Ҡатынының панамаһын үрелеп алың алма ботағына элде	41d0ff5d6bd5f794914025407ca78a150c632dba4e0f0336910586ff0e517945	ba	grammar-or-spelling
Артында ишек биклә-, мгнән, Вәсим биленә тиклем сисенеп ташланы	cb71041c365526f951021a3dedc3444fe04f8dd277abe00e832cf332872e935c	ba	grammar-or-spelling
раһимович, — Айытҡоловтың әле ризаһыҙлығы йөҙөнә сыҡ­ ҡайны инде	2b3141c534f8cc91159cd977a11ba535318992aba2d0b2ba488b090add6b78b6	ba	grammar-or-spelling
Уға күтә- р ни ҡарарға ерәнеп ултырған Шамратов, ирекһеҙҙән генә	03c401f4fb0f70a00e40c5aab44733eb353bd2fa44323c8654c35ab27415a894	ba	grammar-or-spelling
Был фекер туплау өсөн мөмкинлек ипрср	f6037c79b6c86d945803b27723c5c1c215b5a16505ba05a810738aa02a62fe1f	ba	grammar-or-spelling
Ингәс тә буш урын табайым тип йән-яҡҡа ҡараштырҙым.	50955ba6a436a6fa0f043cb4093e7c60090c670e9770c15c4f16ee605c49c236	ba	grammar-or-spelling
У лар бит минең тик ятмағанлығыма	28eec4cbba82e51c06a6b57969cebe9722f6a3195f9c2661e4d2cd5fbee47166	ba	grammar-or-spelling
Анау тапҡыр һеҙгә йыуаса алып килеүемде лә оҡшатманы.	4fc453f1d92af9f9415363b8883211855ee4e1f8cb07110942ec2acd7be1d0a5	ba	grammar-or-spelling
Щтлы осрашыуҙарҙы хәтергә төшөрҙө	093e6b771bfe8edbf1be5f2a170a6b7ecc59476aa06064d84821bc31a9169045	ba	grammar-or-spelling
Ә ысынында иһә трлө урында төрлө төркөмдәр ултырышып алған, һәр кем	35594323e988ef053860e215b2afc56fb91879916d949d0488c37fff1ae5fc77	ba	grammar-or-spelling
— Тор­ моштоң, хәйер, минең өсөн еңел булғаны ла юҡ инде	4d0a0867f7f920931c9dd8343e9f73cc0fff980c7c2270ee2dab4a7e6542d78b	ba	grammar-or-spelling
Әлеге дуҫтар нрҙам итте инде	44c006d0ede33726e9338602ca48f5041e6a1c3b93e8e541e2d259343d075bb4	ba	grammar-or-spelling
Ҡ аҙнабаев уға күҙенең ағы менән ҡараны	237f6825dc8d733b3043c3ad77517d312b3d3f188c2d01592ee80f6f2ccc8aab	ba	grammar-or-spelling
Өфөһөнә тилграм бирә лә, әллә кем тигән урыҫ самолетҡа һалып ебәрә	37b4b7b18acada9ed5ff748e3857478b13ab8d863fd7dc43a2720fcf4a00c1b5	ba	grammar-or-spelling
Ҡәмәр егеттең артынан этге	496f42440ab83e8b59414646b37cffe5d660c34acebd883688060cb21f4c721a	ba	grammar-or-spelling
Ҡал- ганы уның эше	510856564d5c0e20c5b176293b5ee5c148b180e559df3f1ded68382bdc707a89	ba	grammar-or-spelling
Уның уң Битенә, ҡыҙарып, ороланып торған шешкә, баянан бирле Ютибар итә ине	40c904b95deb709dd3393aa38e35e32fbe3d33daef9a2596657ae02b570b724a	ba	grammar-or-spelling
Уға күтә- р ни ҡарарға ерәнеп ултырған Шамратов, ирекһеҙҙән генә	03c401f4fb0f70a00e40c5aab44733eb353bd2fa44323c8654c35ab27415a894	ba	grammar-or-spelling
Былай ауыҙыңды асып троһаң, кис тә етер.	4c3f76444de0d25999cc9a97d226612f42393010ce1f06d16ff08ce42bd82662	ba	grammar-or-spelling
Тахта ситенә ултырҙы ла оҙаҡ итеп Ҡәмәргә ҡа раны	16ed4ca89f82203284ccb01612841d27e6a78f954daa2bec7c41ddfee0ca76e6	ba	grammar-or-spelling
Ә теге дейеү тураһындағы әкиәтегеҙ матур, бик матур, һеҙ нимә, халыҡ ижадын йылһығыҙмы?	3f9a96114d5957db0432181e1fc03d77e53f10f8addfd5044b9238624ba15d04	ba	grammar-or-spelling
Һәр хәлдә, ошо агитация барған мнии	56415fd5c73b75487ace0f9057ae3d2fc110392668ab4f5c31bb2a885b7b497c	ba	grammar-or-spelling
Ап­ тыраҡ	557903b1e275465cc295aa3a654ab5860beb4aa782ea8edcf29b42e71138d695	ba	grammar-or-spelling
— Бына әле генә онрттом	5410af6471797695126d07e3c0854b021b59b98522e432e0f569922e1b13933b	ba	grammar-or-spelling
Шул тиклем көсәнгәнмен, хатта алғы тештәреп сатнап киткән.	5064964a20bf40029facbe0f13889f8a3911878739abf1c9ba3804225cf2bb05	ba	grammar-or-spelling
Ғилман ҡул һелтәгән булды, үҙе Зефәрҙе яратып ҡына булһа ла шелтәләне:	1a608fd074b70e921267e82e4108291aef4dafa8b21377678d24c9941e8bae79	ba	grammar-or-spelling
Арыҫлан Рәхмәтулловичты яратып шидылар	30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	ba	grammar-or-spelling
Фуражкаһына оҙон алып сәскә ҡыҫтырған булған	52a990ede786444a180a5b1585873fc160f577a0bb75a3d8989ebf609ce45823	ba	grammar-or-spelling
Бөтәһе лә һораулы ҡараштарын Лрыибаҫаровҡа төбәне	590534ff0b06b61c629b4dfd83ba929dc5e6c7b73c70ee69d1a442c880850a0d	ba	grammar-or-spelling
— Кананы тура килә	3bf050d812f6d134426226761275cc1957e5466f970b11b36e5a5cfa16676f82	ba	grammar-or-spelling
Һирештеләр ҙә икеһе ике яры китеп юҡ булды	56123c30a5da24a0c438bbc3deb72794388e2cf42bea71b1bef4edc74c319289	ba	grammar-or-spelling
Уның ҡарауы, залда бөгөн Яппаровтан да бәхетлерәк кеше бул- магандыр	55c1bba460e85372d9109dab833f660d9d845e5b7f2f6939e1ad1313256c8b58	ba	grammar-or-spelling
Ғүмерҙә тартмаған кеше өҫтәл тартмаһынан сигарет алғайны, шуны ыуғылап ул­ тырҙы ла, кире ырғытты:	544d6a6ae7de353af6b5d8abf1609ed2d10613fa099f75d116695bd5105a5327	ba	grammar-or-spelling
Кем белә, институтыңды ММнмлпгас, бәлки, беҙҙең клиникала эшкә лә ҡалыр инең	4914a38b00db61a421ee8d20976248f1dbd85ef06d9cb02952208b2c7ef30218	ba	grammar-or-spelling
Пенсеһе лә килеп тора	3ef4081f4da16ba7ce322ce8efa1082f75d5ca9abc2fa1f1536a68724d0dd64a	ba	grammar-or-spelling
Әммә әлкә комитет бюроларында, Министрҙар Советы ултырышында баш бирмәгәнлеген белә	3edb5b92a4c7734835a398dad0f184e3ddf076566f984b8319a9c032f153c2fb	ba	grammar-or-spelling
Ш аҙра беҙҙе кпгортто	5e61128e889883246484d87fb5d7eabef85812558d96a04b19e21cfdfb4ce558	ba	grammar-or-spelling
Егерме өсөнсө бүлек	5c7382aa8ff3ad394554258a71eebcc8fe2f8b5e7710693a59cac93cdd4c4836	ba	grammar-or-spelling
Ш аҙра беҙҙе кпгортто	5e61128e889883246484d87fb5d7eabef85812558d96a04b19e21cfdfb4ce558	ba	grammar-or-spelling
Ул көндө кәргә генә ҡ ц д ы р инде	62985b666a6637169dd2017cdc9e09ba947dd75b3b482ee8743fbf5229721747	ba	grammar-or-spelling
Ш аҙра беҙҙе кпгортто	5e61128e889883246484d87fb5d7eabef85812558d96a04b19e21cfdfb4ce558	ba	grammar-or-spelling
Ошо чәлгә дүртәүләп ҡыуаныштылар	6949f27702cc645d237e17e218b61c5ddba0a798561f1bbdf0e3e6121535749f	ba	grammar-or-spelling
Ун тулырға яртН сәғәт ваҡыт бар ине әле	54b3f53f11456b752868f6f867ff71041b7b8b5d4ade511702a278cbde736795	ba	grammar-or-spelling
Арыҫлан Рәхмәтулловичты яратып шидылар	30f6b85526cf1d023474edddefc5dde6fe9ce55cc6a71f1a87ef57a17d712d99	ba	grammar-or-spelling
Щтлы осрашыуҙарҙы хәтергә төшөрҙө	093e6b771bfe8edbf1be5f2a170a6b7ecc59476aa06064d84821bc31a9169045	ba	grammar-or-spelling
Теге ишетте, ғазапланып башын борҙо, һаҡаллы Наси- ровты күреп, аптырабыраҡ ҡалды шикелле	4634bdca1d9f49987cd6ca1e59b0013ce5e6319e7cc7a87bcabc7c37e5d4668e	ba	grammar-or-spelling
Шулар рәтендә республиканың берҙән- оср ҙур больницаһының берҙән-бер баш врачы ла көтә	f3a2ff365d0c3ec24548837c1a8c7911620db150bf4e6831019ef80aaa5685ce	ba	grammar-or-spelling
? Анау әкиәттәге кеүек, ауылым янына осор ҙа китер инем.	70041237822ecdcf28292beb76557322f79530952fdf1d26334f53e491990424	ba	grammar-or-spelling
Ни- ңәме? Һин беҙгә бик ҡиммәтле мал	5447611d09947ebb8213c6fcca93798ca73907835c1fc5f0bb7ef8c590415af7	ba	grammar-or-spelling
Ул апайҙы түр яҡҡа ҡа­ лын юрғанға төрөп ултыртып ҡуйҙы	71b686914a8e46ca952dc189360396e54be45fa18b0148e912023e8c78e7d0ae	ba	grammar-or-spelling
Профессор тәҙрә төбөндә ҡалын бер пачка булып туҙан- шыл ятҡан ҡағыҙға иғтибар итте	51142506899c47837aa27690a7da420639f00f3b5fe7bebe2e2958b2b250a01f	ba	grammar-or-spelling
Быны Йәғәфәрова шунда уҡ то­ топ алды	685cf1f9c7c633e2ad9730d6aebe14b29f21155b02b93b69e0b6826b427fb23a	ba	grammar-or-spelling
— Йәнә яңғыратвп ҡысҡырып ебәрҙем.	6b08fe2263b8bb914b2e7f3bf76bdba6bce834e76dee5ce61c7275d52bd95e06	ba	grammar-or-spelling
М-мин б-был д-донъяға яңылыш тыу-тыуғанмын	72904800b1101032f439519f68fefffe6be44542df80a444c1de247aac585a01	ba	grammar-or-spelling
Шунан кеҫәһе- и ш зажигалка сығарып милиционерға бирҙе	69858b526d79e33e9c12014b5b558dc1bf5d9712aba548f382d3a78ae5044678	ba	grammar-or-spelling
Мша килеп етерҙәр	6985ccafe991e69d30b4ec560f768900da42acad21fc39e65b372c7e7fe2eaab	ba	grammar-or-spelling
Шуның бер етешһеҙ ягы бар, шикләндерә	659dcc42e40a4fd43a470571f1165757834fe33a69732dadffdfee4b99746445	ba	grammar-or-spelling
Был фекер туплау өсөн мөмкинлек ипрср	f6037c79b6c86d945803b27723c5c1c215b5a16505ba05a810738aa02a62fe1f	ba	grammar-or-spelling
Алдындағы бер нөктәгә тө­ бәлгән дә онотолған	78842a438d5507cac8fcb34c9f6f22f3078aa8c8441d2fd237815c4d1d8824c7	ba	grammar-or-spelling
Әлеге лә баяғы, пробле маға бер яҡлы ҡарау булып ҡалды	6b901a19f4a5da7508fb40776db594b3cb14eb2770b9ecb6aa194e5dde3935cd	ba	grammar-or-spelling
— Киттек, әтеү икебеҙгә лә эләгәсәк.	7c636e6508207396b0d44d2047d54c3029ba9081658894be1fe03eb32b19cfff	ba	offensive-language
— Киттек, әтеү икебеҙгә лә эләгәсәк.	7c636e6508207396b0d44d2047d54c3029ba9081658894be1fe03eb32b19cfff	ba	grammar-or-spelling
Сәсәкәнән сәскәгә безелдәп иңкеш осто, ҡыуаҡтан ҡыуаҡҡа, ҡанаттарын пырылдатып	659c8e617c53272166e937586c81dbd8f6c939d920e5dc6f6927eb7ca245523a	ba	grammar-or-spelling
Халыҡ хужалығын тергеҙергә кәрәк пие бит	7976c31d2b6d4e6680cdf7e13b98f8e57ed99d4bddd508ae8dcbb434bfec0c79	ba	grammar-or-spelling
Нисек хәлдәр? Беҙҙең тау бой­	6a6212a354a5a69a7bbbd048078e479991855d1c563a33313710aa4867ff7b73	ba	grammar-or-spelling
Токорҙо һиңә Таштимер	7437bfdd4ddd3100c1a8158f90ef2867bb47edeae3472984c18d71487916e9cd	ba	grammar-or-spelling
— Үҙе оҙаҡ итеп, тараштарына айырым бер мәғәнә һалып, кәйефһеҙ генә	6eb25fa03096e4fea50f39c70685bbf697c98809eb2a0bd6ee6c5d60980c0e82	ba	grammar-or-spelling
Ул көндө кәргә генә ҡ ц д ы р инде	62985b666a6637169dd2017cdc9e09ba947dd75b3b482ee8743fbf5229721747	ba	grammar-or-spelling
Төшкә табан ғына өйгә ҡайтым индем.	67324901bb33e041003b07d7627edf950991ed24bea834a9676abe2513e4bea4	ba	grammar-or-spelling
дарҙы беләм мин, хәйләкәрһегеҙме әллә түҙемлеһегеҙме, j беҙҙең кеүек ҡыҙыу баштарҙы тиҙ һыуындыраһығыҙ	8831ef05253672fdcf77618618d6fd635a6d75090bf068908a14c14578027d2b	ba	grammar-or-spelling
Мәрғүбә листовкаларҙы торба яһап төрөп ҡултыҡ аҫтыпм ҡыҫтырҙы ла ишеккә атланы	8a60b4992635a381313a335afc25fb65b0d20a8354fa110355278a49c21cf70c	ba	grammar-or-spelling
Нурихановтың тәне щралып барған кеүек ине	69fcea9e3ea120d7014dd075019c6199528ea7c8ea04057db01cbc90827eab42	ba	grammar-or-spelling
Шунан кеҫәһе- и ш зажигалка сығарып милиционерға бирҙе	69858b526d79e33e9c12014b5b558dc1bf5d9712aba548f382d3a78ae5044678	ba	grammar-or-spelling
Йәғәфәрова үҙе ошоларҙы уйлай, үҙе һаман Яубаҫа­	44899ada4161df25274ee8fc306e4d6e259206f04fe7099b1900952b7d2ea054	ba	grammar-or-spelling
Профессор тәҙрә төбөндә ҡалын бер пачка булып туҙан- шыл ятҡан ҡағыҙға иғтибар итте	51142506899c47837aa27690a7da420639f00f3b5fe7bebe2e2958b2b250a01f	ba	grammar-or-spelling
Аҡырманы-баҡыр- мины, ҡаҡманы-һуҡманы, ә донъяны көттө	7e8efaaa936943a05c3f2e3b71a1772c642ad5014ac4f086feaf78fdc26efbe9	ba	grammar-or-spelling
